Date	Headline	Stock Difference	True Label	Predicted Label	Correlation
4/2/2019	Stocks under pressure | Lyft tumbles | Whole Foods to slash prices	2.25	1	1	0.9318579337183595
4/2/2019	Passenger gets ENTIRE 188-seater Boeing 737 to himself for flight from Lithuania to Italy	2.25	1	1	0.5815035950221226
4/2/2019	Exclusive: Airbus China order padded by old or incomplete deals - sources	2.25	1	1	0.7215628689038335
4/2/2019	Delta's upbeat first-quarter profit estimate lifts shares	2.25	1	1	0.8043645229644706
4/2/2019	Global Markets: Manufacturing rebound lifts Asian shares to seven-month highs	2.25	1	1	0.8816915470037716
4/2/2019	Asian shares rise to seven-month high on U.S., China manufacturing rebound	2.25	1	1	0.8947429659511201
4/2/2019	Boeing and FAA regulators say that more time is needed to fix the troubled 737 Max airliners	2.25	1	1	0.7053012614030029
4/2/2019	Singapore Airlines grounds two 787-10s citing Rolls-Royce engine problem	2.25	1	1	0.7046449887667964
4/2/2019	Boeing: Buy The Fear	2.25	1	1	0.837538757540489
4/2/2019	Rose Portfolio March Madness Upward Soaring Dividends Of 32.9% Y/Y And Q1 Report	2.25	1	1	0.8162738029653097
4/2/2019	Singapore carrier grounds 2 Boeing 787-10 jets after checks	2.25	1	1	0.6780253564557447
4/2/2019	Senate committee to investigate FAA safety inspectors	2.25	1	1	0.8961904854810494
4/2/2019	Crisis Talks Held Over Brexit Deadlock (Wall Street Breakfast Podcast)	2.25	1	1	0.7536692365348748
4/2/2019	Senate investigates claims FAA inspectors who approved Boeing Max not properly trained	2.25	1	1	0.8062666702078752
4/2/2019	Wall Street Breakfast: Crisis Talks Held Over Brexit Deadlock	2.25	1	1	0.7536692365348748
4/2/2019	Lithuanian man flies alone on huge plane to Italy	2.25	1	1	0.8756251474375579
4/2/2019	U.S. Air Force again halts delivery of Boeing’s tanker over debris	2.25	1	1	0.679806449806878
4/2/2019	Senate committee opens 737 MAX probe over whistle-blower complaints about FAA inspectors’ training	2.25	1	1	0.6558223859214493
4/2/2019	Rose Portfolio March Madness Upward Soaring Dividends Of 32.9% Y/Y And Q1 Report	2.25	1	1	0.8162738029653097
4/2/2019	Scientist use bacteria to make spider silk for ultra-strong materials that could be sent to space	2.25	1	1	0.7587642139712587
4/2/2019	Jetstar flight suffers mid-air problems when BOTH engines accelerated moments before landing	2.25	1	1	0.633446132516771
4/2/2019	Singapore carrier grounds 2 Boeing 787-10 jets after checks	2.25	1	1	0.6780253564557447
4/2/2019	Lithuanian man flies alone on huge plane to Italy	2.25	1	1	0.8756251474375579
4/2/2019	U.S. launches probe of FAA's training of Boeing 737 Max inspectors	2.25	1	0	-0.8902571447883401
4/2/2019	Daimler CEO: Boeing safety debate highlights challenge for autonomous tech	2.25	1	1	0.6188447288001763
4/2/2019	Daimler CEO: Boeing safety debate highlights challenge for autonomous tech	2.25	1	1	0.6188447288001763
4/2/2019	U.S. Senate panel reviewing whistleblower claims on aviation safety: panel chair	2.25	1	1	0.832443780104105
4/2/2019	U.S. Senate panel reviewing whistleblower claims on aviation safety: panel chair	2.25	1	1	0.832443780104105
4/2/2019	Air Canada removes Boeing's 737 MAX from schedule until July	2.25	1	1	0.757472260600312
4/2/2019	Air Canada removes Boeing's 737 MAX from schedule until July	2.25	1	1	0.757472260600312
4/2/2019	Boeing to submit 737 MAX software upgrade 'in the coming weeks'	2.25	1	1	0.8728574812988978
4/2/2019	EXCLUSIVE-China's huge Airbus order padded by old or incomplete deals -sources	2.25	1	1	0.7215628689038335
4/2/2019	Exclusive: Airbus China order padded by old or incomplete deals - sources	2.25	1	1	0.7215628689038335
4/2/2019	FTSE 100 enjoys four-day winning streak as oil companies gain	2.25	1	1	0.47428666884385706
4/2/2019	UPDATE 1-London's main share index up as Brexit drag on pound benefits exporters	2.25	1	1	0.6842503675399846
4/2/2019	European stocks hit six-month high as automakers, insurers gain	2.25	1	1	0.7512502948751157
4/2/2019	Asian shares rise to seven-month high on U.S., China manufacturing rebound	2.25	1	1	0.8947429659511201
4/2/2019	Asian shares rise to seven-month high on U.S., China manufacturing rebound	2.25	1	1	0.8947429659511201
4/2/2019	Boeing Needs More Time for 737 Max Fix	2.25	1	0	-0.8401407663552714
